id,yyyy,mm,pcode,governorate,gender,reach,reach_total,target_total,indicator,indicator_group,partner0,partnertype0,partner1,partnertype1,partner2,partnertype2,partner3,partnertype3,partner4,partnertype4,partner5,partnertype5,partner6,partnertype6,h_reach,h_target_total,h_reach_total,pin_total,pop_total
118,2016,12,18,Al Hudaydah,boys,0,282,3641,Support Community Based Protection Networks (CBPNs) and ensure equal participation of women,CBPNs,CSSW,NGO,,,,,,,,,,,,,4690,29281,15496,585441,2916999
119,2016,12,18,Al Hudaydah,boys,0,0,4226,"Conduct evidenced-based advocacy and targeted sensitisation, capacity building and training for relevant stakeholders to improve the protection of IDPs and affected communities",Advocacy and Training,,,,,,,,,,,,,,,4690,29281,15496,585441,2916999
120,2016,12,18,Al Hudaydah,boys,0,52,834,Engage in two-way communication with IDPs and affected communities to promote dialogue and accountability,Communication,OHCHR,UN,AMIDEAST,INGO,CSSW,NGO,,,,,,,,,4690,29281,15496,585441,2916999
121,2016,12,16,Al Jawf,women,0,0,5494,Engage in monitoring of human rights violations and protection challenges through established mechanisms and community based protection networks (CBPNs),Human Rights and Protection Monitoring,CSSW,NGO,OHCHR,UN,AMIDEAST,INGO,,,,,,,,,1,5494,3,220800,552000
122,2016,12,16,Al Jawf,women,0,0,685,PROTECTION (Provision of timely psychosocial support and legal assistance to survivors of protection incidents within IDP and affected communities),Psychosocial Support and Legal Assistance,CSSW,NGO,,,,,,,,,,,,,1,5494,3,220800,552000
123,2016,12,16,Al Jawf,women,0,0,42,PROTECTION (Provision of timely financial and material assistance to survivors of protection incidents within IDP and other affected communities),Financial and Material Assistance,,,,,,,,,,,,,,,1,5494,3,220800,552000
124,2016,12,16,Al Jawf,women,0,0,120,Support Community Based Protection Networks (CBPNs) and ensure equal participation of women,CBPNs,,,,,,,,,,,,,,,1,5494,3,220800,552000
125,2016,12,16,Al Jawf,women,0,0,30,"Conduct evidenced-based advocacy and targeted sensitisation, capacity building and training for relevant stakeholders to improve the protection of IDPs and affected communities",Advocacy and Training,,,,,,,,,,,,,,,1,5494,3,220800,552000
126,2016,12,16,Al Jawf,women,1,3,622,Engage in two-way communication with IDPs and affected communities to promote dialogue and accountability,Communication,OHCHR,UN,AMIDEAST,INGO,,,,,,,,,,,1,5494,3,220800,552000
127,2016,12,16,Al Jawf,men,0,0,5494,Engage in monitoring of human rights violations and protection challenges through established mechanisms and community based protection networks (CBPNs),Human Rights and Protection Monitoring,CSSW,NGO,OHCHR,UN,AMIDEAST,INGO,,,,,,,,,2,5494,3,220800,552000
128,2016,12,16,Al Jawf,men,0,0,685,PROTECTION (Provision of timely psychosocial support and legal assistance to survivors of protection incidents within IDP and affected communities),Psychosocial Support and Legal Assistance,CSSW,NGO,,,,,,,,,,,,,2,5494,3,220800,552000
129,2016,12,16,Al Jawf,men,0,0,42,PROTECTION (Provision of timely financial and material assistance to survivors of protection incidents within IDP and other affected communities),Financial and Material Assistance,,,,,,,,,,,,,,,2,5494,3,220800,552000
130,2016,12,16,Al Jawf,men,0,0,120,Support Community Based Protection Networks (CBPNs) and ensure equal participation of women,CBPNs,,,,,,,,,,,,,,,2,5494,3,220800,552000
131,2016,12,16,Al Jawf,men,0,0,30,"Conduct evidenced-based advocacy and targeted sensitisation, capacity building and training for relevant stakeholders to improve the protection of IDPs and affected communities",Advocacy and Training,,,,,,,,,,,,,,,2,5494,3,220800,552000
132,2016,12,16,Al Jawf,men,2,3,622,Engage in two-way communication with IDPs and affected communities to promote dialogue and accountability,Communication,OHCHR,UN,AMIDEAST,INGO,,,,,,,,,,,2,5494,3,220800,552000
133,2016,12,16,Al Jawf,girls,0,0,5494,Engage in monitoring of human rights violations and protection challenges through established mechanisms and community based protection networks (CBPNs),Human Rights and Protection Monitoring,CSSW,NGO,OHCHR,UN,AMIDEAST,INGO,,,,,,,,,0,5494,3,220800,552000
134,2016,12,16,Al Jawf,girls,0,0,685,PROTECTION (Provision of timely psychosocial support and legal assistance to survivors of protection incidents within IDP and affected communities),Psychosocial Support and Legal Assistance,CSSW,NGO,,,,,,,,,,,,,0,5494,3,220800,552000
135,2016,12,16,Al Jawf,girls,0,0,42,PROTECTION (Provision of timely financial and material assistance to survivors of protection incidents within IDP and other affected communities),Financial and Material Assistance,,,,,,,,,,,,,,,0,5494,3,220800,552000
136,2016,12,16,Al Jawf,girls,0,0,120,Support Community Based Protection Networks (CBPNs) and ensure equal participation of women,CBPNs,,,,,,,,,,,,,,,0,5494,3,220800,552000
137,2016,12,16,Al Jawf,girls,0,0,30,"Conduct evidenced-based advocacy and targeted sensitisation, capacity building and training for relevant stakeholders to improve the protection of IDPs and affected communities",Advocacy and Training,,,,,,,,,,,,,,,0,5494,3,220800,552000
138,2016,12,16,Al Jawf,girls,0,3,622,Engage in two-way communication with IDPs and affected communities to promote dialogue and accountability,Communication,OHCHR,UN,AMIDEAST,INGO,,,,,,,,,,,0,5494,3,220800,552000
139,2016,12,16,Al Jawf,boys,0,0,5494,Engage in monitoring of human rights violations and protection challenges through established mechanisms and community based protection networks (CBPNs),Human Rights and Protection Monitoring,CSSW,NGO,OHCHR,UN,AMIDEAST,INGO,,,,,,,,,0,5494,3,220800,552000
140,2016,12,16,Al Jawf,boys,0,0,685,PROTECTION (Provision of timely psychosocial support and legal assistance to survivors of protection incidents within IDP and affected communities),Psychosocial Support and Legal Assistance,CSSW,NGO,,,,,,,,,,,,,0,5494,3,220800,552000
141,2016,12,16,Al Jawf,boys,0,0,42,PROTECTION (Provision of timely financial and material assistance to survivors of protection incidents within IDP and other affected communities),Financial and Material Assistance,,,,,,,,,,,,,,,0,5494,3,220800,552000
142,2016,12,16,Al Jawf,boys,0,0,120,Support Community Based Protection Networks (CBPNs) and ensure equal participation of women,CBPNs,,,,,,,,,,,,,,,0,5494,3,220800,552000
143,2016,12,16,Al Jawf,boys,0,0,30,"Conduct evidenced-based advocacy and targeted sensitisation, capacity building and training for relevant stakeholders to improve the protection of IDPs and affected communities",Advocacy and Training,,,,,,,,,,,,,,,0,5494,3,220800,552000
144,2016,12,16,Al Jawf,boys,0,3,622,Engage in two-way communication with IDPs and affected communities to promote dialogue and accountability,Communication,OHCHR,UN,AMIDEAST,INGO,,,,,,,,,,,0,5494,3,220800,552000
145,2016,12,28,Al Maharah,women,0,0,0,Engage in monitoring of human rights violations and protection challenges through established mechanisms and community based protection networks (CBPNs),Human Rights and Protection Monitoring,,,,,,,,,,,,,,,0,619,0,688,133001
146,2016,12,28,Al Maharah,women,0,0,0,PROTECTION (Provision of timely psychosocial support and legal assistance to survivors of protection incidents within IDP and affected communities),Psychosocial Support and Legal Assistance,,,,,,,,,,,,,,,0,619,0,688,133001
147,2016,12,28,Al Maharah,women,0,0,0,PROTECTION (Provision of timely financial and material assistance to survivors of protection incidents within IDP and other affected communities),Financial and Material Assistance,,,,,,,,,,,,,,,0,619,0,688,133001
148,2016,12,28,Al Maharah,women,0,0,0,Support Community Based Protection Networks (CBPNs) and ensure equal participation of women,CBPNs,,,,,,,,,,,,,,,0,619,0,688,133001
149,2016,12,28,Al Maharah,women,0,0,0,"Conduct evidenced-based advocacy and targeted sensitisation, capacity building and training for relevant stakeholders to improve the protection of IDPs and affected communities",Advocacy and Training,,,,,,,,,,,,,,,0,619,0,688,133001
150,2016,12,28,Al Maharah,women,0,0,619,Engage in two-way communication with IDPs and affected communities to promote dialogue and accountability,Communication,,,,,,,,,,,,,,,0,619,0,688,133001
151,2016,12,28,Al Maharah,men,0,0,0,Engage in monitoring of human rights violations and protection challenges through established mechanisms and community based protection networks (CBPNs),Human Rights and Protection Monitoring,,,,,,,,,,,,,,,0,619,0,688,133001
152,2016,12,28,Al Maharah,men,0,0,0,PROTECTION (Provision of timely psychosocial support and legal assistance to survivors of protection incidents within IDP and affected communities),Psychosocial Support and Legal Assistance,,,,,,,,,,,,,,,0,619,0,688,133001
153,2016,12,28,Al Maharah,men,0,0,0,PROTECTION (Provision of timely financial and material assistance to survivors of protection incidents within IDP and other affected communities),Financial and Material Assistance,,,,,,,,,,,,,,,0,619,0,688,133001
154,2016,12,28,Al Maharah,men,0,0,0,Support Community Based Protection Networks (CBPNs) and ensure equal participation of women,CBPNs,,,,,,,,,,,,,,,0,619,0,688,133001
155,2016,12,28,Al Maharah,men,0,0,0,"Conduct evidenced-based advocacy and targeted sensitisation, capacity building and training for relevant stakeholders to improve the protection of IDPs and affected communities",Advocacy and Training,,,,,,,,,,,,,,,0,619,0,688,133001
156,2016,12,28,Al Maharah,men,0,0,619,Engage in two-way communication with IDPs and affected communities to promote dialogue and accountability,Communication,,,,,,,,,,,,,,,0,619,0,688,133001
157,2016,12,28,Al Maharah,girls,0,0,0,Engage in monitoring of human rights violations and protection challenges through established mechanisms and community based protection networks (CBPNs),Human Rights and Protection Monitoring,,,,,,,,,,,,,,,0,619,0,688,133001
158,2016,12,28,Al Maharah,girls,0,0,0,PROTECTION (Provision of timely psychosocial support and legal assistance to survivors of protection incidents within IDP and affected communities),Psychosocial Support and Legal Assistance,,,,,,,,,,,,,,,0,619,0,688,133001
159,2016,12,28,Al Maharah,girls,0,0,0,PROTECTION (Provision of timely financial and material assistance to survivors of protection incidents within IDP and other affected communities),Financial and Material Assistance,,,,,,,,,,,,,,,0,619,0,688,133001
160,2016,12,28,Al Maharah,girls,0,0,0,Support Community Based Protection Networks (CBPNs) and ensure equal participation of women,CBPNs,,,,,,,,,,,,,,,0,619,0,688,133001
161,2016,12,28,Al Maharah,girls,0,0,0,"Conduct evidenced-based advocacy and targeted sensitisation, capacity building and training for relevant stakeholders to improve the protection of IDPs and affected communities",Advocacy and Training,,,,,,,,,,,,,,,0,619,0,688,133001
162,2016,12,28,Al Maharah,girls,0,0,619,Engage in two-way communication with IDPs and affected communities to promote dialogue and accountability,Communication,,,,,,,,,,,,,,,0,619,0,688,133001
163,2016,12,28,Al Maharah,boys,0,0,0,Engage in monitoring of human rights violations and protection challenges through established mechanisms and community based protection networks (CBPNs),Human Rights and Protection Monitoring,,,,,,,,,,,,,,,0,619,0,688,133001
164,2016,12,28,Al Maharah,boys,0,0,0,PROTECTION (Provision of timely psychosocial support and legal assistance to survivors of protection incidents within IDP and affected communities),Psychosocial Support and Legal Assistance,,,,,,,,,,,,,,,0,619,0,688,133001
165,2016,12,28,Al Maharah,boys,0,0,0,PROTECTION (Provision of timely financial and material assistance to survivors of protection incidents within IDP and other affected communities),Financial and Material Assistance,,,,,,,,,,,,,,,0,619,0,688,133001
166,2016,12,28,Al Maharah,boys,0,0,0,Support Community Based Protection Networks (CBPNs) and ensure equal participation of women,CBPNs,,,,,,,,,,,,,,,0,619,0,688,133001
167,2016,12,28,Al Maharah,boys,0,0,0,"Conduct evidenced-based advocacy and targeted sensitisation, capacity building and training for relevant stakeholders to improve the protection of IDPs and affected communities",Advocacy and Training,,,,,,,,,,,,,,,0,619,0,688,133001
168,2016,12,28,Al Maharah,boys,0,0,619,Engage in two-way communication with IDPs and affected communities to promote dialogue and accountability,Communication,,,,,,,,,,,,,,,0,619,0,688,133001
169,2016,12,27,Al Mahwit,women,0,0,56,Engage in monitoring of human rights violations and protection challenges through established mechanisms and community based protection networks (CBPNs),Human Rights and Protection Monitoring,AMIDEAST,INGO,OHCHR,UN,,,,,,,,,,,0,627,8,60704,643002
170,2016,12,27,Al Mahwit,women,0,0,0,PROTECTION (Provision of timely psychosocial support and legal assistance to survivors of protection incidents within IDP and affected communities),Psychosocial Support and Legal Assistance,,,,,,,,,,,,,,,0,627,8,60704,643002
171,2016,12,27,Al Mahwit,women,0,0,0,PROTECTION (Provision of timely financial and material assistance to survivors of protection incidents within IDP and other affected communities),Financial and Material Assistance,,,,,,,,,,,,,,,0,627,8,60704,643002
172,2016,12,27,Al Mahwit,women,0,0,0,Support Community Based Protection Networks (CBPNs) and ensure equal participation of women,CBPNs,,,,,,,,,,,,,,,0,627,8,60704,643002
173,2016,12,27,Al Mahwit,women,0,0,0,"Conduct evidenced-based advocacy and targeted sensitisation, capacity building and training for relevant stakeholders to improve the protection of IDPs and affected communities",Advocacy and Training,,,,,,,,,,,,,,,0,627,8,60704,643002
174,2016,12,27,Al Mahwit,women,0,8,627,Engage in two-way communication with IDPs and affected communities to promote dialogue and accountability,Communication,AMIDEAST,INGO,OHCHR,UN,,,,,,,,,,,0,627,8,60704,643002
175,2016,12,27,Al Mahwit,men,0,0,56,Engage in monitoring of human rights violations and protection challenges through established mechanisms and community based protection networks (CBPNs),Human Rights and Protection Monitoring,AMIDEAST,INGO,OHCHR,UN,,,,,,,,,,,8,627,8,60704,643002
176,2016,12,27,Al Mahwit,men,0,0,0,PROTECTION (Provision of timely psychosocial support and legal assistance to survivors of protection incidents within IDP and affected communities),Psychosocial Support and Legal Assistance,,,,,,,,,,,,,,,8,627,8,60704,643002
177,2016,12,27,Al Mahwit,men,0,0,0,PROTECTION (Provision of timely financial and material assistance to survivors of protection incidents within IDP and other affected communities),Financial and Material Assistance,,,,,,,,,,,,,,,8,627,8,60704,643002
178,2016,12,27,Al Mahwit,men,0,0,0,Support Community Based Protection Networks (CBPNs) and ensure equal participation of women,CBPNs,,,,,,,,,,,,,,,8,627,8,60704,643002
179,2016,12,27,Al Mahwit,men,0,0,0,"Conduct evidenced-based advocacy and targeted sensitisation, capacity building and training for relevant stakeholders to improve the protection of IDPs and affected communities",Advocacy and Training,,,,,,,,,,,,,,,8,627,8,60704,643002
180,2016,12,27,Al Mahwit,men,8,8,627,Engage in two-way communication with IDPs and affected communities to promote dialogue and accountability,Communication,AMIDEAST,INGO,OHCHR,UN,,,,,,,,,,,8,627,8,60704,643002
181,2016,12,27,Al Mahwit,girls,0,0,56,Engage in monitoring of human rights violations and protection challenges through established mechanisms and community based protection networks (CBPNs),Human Rights and Protection Monitoring,AMIDEAST,INGO,OHCHR,UN,,,,,,,,,,,0,627,8,60704,643002
182,2016,12,27,Al Mahwit,girls,0,0,0,PROTECTION (Provision of timely psychosocial support and legal assistance to survivors of protection incidents within IDP and affected communities),Psychosocial Support and Legal Assistance,,,,,,,,,,,,,,,0,627,8,60704,643002
183,2016,12,27,Al Mahwit,girls,0,0,0,PROTECTION (Provision of timely financial and material assistance to survivors of protection incidents within IDP and other affected communities),Financial and Material Assistance,,,,,,,,,,,,,,,0,627,8,60704,643002
184,2016,12,27,Al Mahwit,girls,0,0,0,Support Community Based Protection Networks (CBPNs) and ensure equal participation of women,CBPNs,,,,,,,,,,,,,,,0,627,8,60704,643002
185,2016,12,27,Al Mahwit,girls,0,0,0,"Conduct evidenced-based advocacy and targeted sensitisation, capacity building and training for relevant stakeholders to improve the protection of IDPs and affected communities",Advocacy and Training,,,,,,,,,,,,,,,0,627,8,60704,643002
186,2016,12,27,Al Mahwit,girls,0,8,627,Engage in two-way communication with IDPs and affected communities to promote dialogue and accountability,Communication,AMIDEAST,INGO,OHCHR,UN,,,,,,,,,,,0,627,8,60704,643002
187,2016,12,27,Al Mahwit,boys,0,0,56,Engage in monitoring of human rights violations and protection challenges through established mechanisms and community based protection networks (CBPNs),Human Rights and Protection Monitoring,AMIDEAST,INGO,OHCHR,UN,,,,,,,,,,,0,627,8,60704,643002
188,2016,12,27,Al Mahwit,boys,0,0,0,PROTECTION (Provision of timely psychosocial support and legal assistance to survivors of protection incidents within IDP and affected communities),Psychosocial Support and Legal Assistance,,,,,,,,,,,,,,,0,627,8,60704,643002
189,2016,12,27,Al Mahwit,boys,0,0,0,PROTECTION (Provision of timely financial and material assistance to survivors of protection incidents within IDP and other affected communities),Financial and Material Assistance,,,,,,,,,,,,,,,0,627,8,60704,643002
190,2016,12,27,Al Mahwit,boys,0,0,0,Support Community Based Protection Networks (CBPNs) and ensure equal participation of women,CBPNs,,,,,,,,,,,,,,,0,627,8,60704,643002
191,2016,12,27,Al Mahwit,boys,0,0,0,"Conduct evidenced-based advocacy and targeted sensitisation, capacity building and training for relevant stakeholders to improve the protection of IDPs and affected communities",Advocacy and Training,,,,,,,,,,,,,,,0,627,8,60704,643002
192,2016,12,27,Al Mahwit,boys,0,8,627,Engage in two-way communication with IDPs and affected communities to promote dialogue and accountability,Communication,AMIDEAST,INGO,OHCHR,UN,,,,,,,,,,,0,627,8,60704,643002
193,2016,12,13,Amanat Al Asimah,women,103,273,360,PROTECTION (Provision of timely financial and material assistance to survivors of protection incidents within IDP and other affected communities),Financial and Material Assistance,AMIDEAST,INGO,UNICEF,UN,OHCHR,UN,,,,,,,,,3193,12953,14944,1694400,2824001
194,2016,12,13,Amanat Al Asimah,women,3193,14944,12953,Engage in monitoring of human rights violations and protection challenges through established mechanisms and community based protection networks (CBPNs),Human Rights and Protection Monitoring,AMIDEAST,INGO,ADO,NGO,OHCHR,UN,Intersos,INGO,UNICEF,UN,,,,,3193,12953,14944,1694400,2824001
195,2016,12,13,Amanat Al Asimah,women,2682,8301,12744,PROTECTION (Provision of timely psychosocial support and legal assistance to survivors of protection incidents within IDP and affected communities),Psychosocial Support and Legal Assistance,UNICEF,UN,Intersos,INGO,,,,,,,,,,,3193,12953,14944,1694400,2824001
196,2016,12,13,Amanat Al Asimah,women,0,0,192,Support Community Based Protection Networks (CBPNs) and ensure equal participation of women,CBPNs,,,,,,,,,,,,,,,3193,12953,14944,1694400,2824001
197,2016,12,13,Amanat Al Asimah,women,0,0,320,"Conduct evidenced-based advocacy and targeted sensitisation, capacity building and training for relevant stakeholders to improve the protection of IDPs and affected communities",Advocacy and Training,,,,,,,,,,,,,,,3193,12953,14944,1694400,2824001
198,2016,12,13,Amanat Al Asimah,women,286,868,1622,Engage in two-way communication with IDPs and affected communities to promote dialogue and accountability,Communication,AMIDEAST,INGO,OHCHR,UN,UNICEF,UN,,,,,,,,,3193,12953,14944,1694400,2824001
199,2016,12,13,Amanat Al Asimah,men,114,273,360,PROTECTION (Provision of timely financial and material assistance to survivors of protection incidents within IDP and other affected communities),Financial and Material Assistance,AMIDEAST,INGO,UNICEF,UN,OHCHR,UN,,,,,,,,,2726,12953,14944,1694400,2824001
200,2016,12,13,Amanat Al Asimah,men,2726,14944,12953,Engage in monitoring of human rights violations and protection challenges through established mechanisms and community based protection networks (CBPNs),Human Rights and Protection Monitoring,AMIDEAST,INGO,ADO,NGO,OHCHR,UN,Intersos,INGO,UNICEF,UN,,,,,2726,12953,14944,1694400,2824001
201,2016,12,13,Amanat Al Asimah,men,5252,8301,12744,PROTECTION (Provision of timely psychosocial support and legal assistance to survivors of protection incidents within IDP and affected communities),Psychosocial Support and Legal Assistance,UNICEF,UN,Intersos,INGO,,,,,,,,,,,2726,12953,14944,1694400,2824001
202,2016,12,13,Amanat Al Asimah,men,0,0,192,Support Community Based Protection Networks (CBPNs) and ensure equal participation of women,CBPNs,,,,,,,,,,,,,,,2726,12953,14944,1694400,2824001
203,2016,12,13,Amanat Al Asimah,men,0,0,320,"Conduct evidenced-based advocacy and targeted sensitisation, capacity building and training for relevant stakeholders to improve the protection of IDPs and affected communities",Advocacy and Training,,,,,,,,,,,,,,,2726,12953,14944,1694400,2824001
204,2016,12,13,Amanat Al Asimah,men,579,868,1622,Engage in two-way communication with IDPs and affected communities to promote dialogue and accountability,Communication,AMIDEAST,INGO,OHCHR,UN,UNICEF,UN,,,,,,,,,2726,12953,14944,1694400,2824001
205,2016,12,13,Amanat Al Asimah,girls,30,273,360,PROTECTION (Provision of timely financial and material assistance to survivors of protection incidents within IDP and other affected communities),Financial and Material Assistance,AMIDEAST,INGO,UNICEF,UN,OHCHR,UN,,,,,,,,,4536,12953,14944,1694400,2824001
206,2016,12,13,Amanat Al Asimah,girls,4536,14944,12953,Engage in monitoring of human rights violations and protection challenges through established mechanisms and community based protection networks (CBPNs),Human Rights and Protection Monitoring,AMIDEAST,INGO,ADO,NGO,OHCHR,UN,Intersos,INGO,UNICEF,UN,,,,,4536,12953,14944,1694400,2824001
207,2016,12,13,Amanat Al Asimah,girls,156,8301,12744,PROTECTION (Provision of timely psychosocial support and legal assistance to survivors of protection incidents within IDP and affected communities),Psychosocial Support and Legal Assistance,UNICEF,UN,Intersos,INGO,,,,,,,,,,,4536,12953,14944,1694400,2824001
208,2016,12,13,Amanat Al Asimah,girls,0,0,192,Support Community Based Protection Networks (CBPNs) and ensure equal participation of women,CBPNs,,,,,,,,,,,,,,,4536,12953,14944,1694400,2824001
209,2016,12,13,Amanat Al Asimah,girls,0,0,320,"Conduct evidenced-based advocacy and targeted sensitisation, capacity building and training for relevant stakeholders to improve the protection of IDPs and affected communities",Advocacy and Training,,,,,,,,,,,,,,,4536,12953,14944,1694400,2824001
210,2016,12,13,Amanat Al Asimah,girls,0,868,1622,Engage in two-way communication with IDPs and affected communities to promote dialogue and accountability,Communication,AMIDEAST,INGO,OHCHR,UN,UNICEF,UN,,,,,,,,,4536,12953,14944,1694400,2824001
211,2016,12,13,Amanat Al Asimah,boys,26,273,360,PROTECTION (Provision of timely financial and material assistance to survivors of protection incidents within IDP and other affected communities),Financial and Material Assistance,AMIDEAST,INGO,UNICEF,UN,OHCHR,UN,,,,,,,,,4489,12953,14944,1694400,2824001
212,2016,12,13,Amanat Al Asimah,boys,4489,14944,12953,Engage in monitoring of human rights violations and protection challenges through established mechanisms and community based protection networks (CBPNs),Human Rights and Protection Monitoring,AMIDEAST,INGO,ADO,NGO,OHCHR,UN,Intersos,INGO,UNICEF,UN,,,,,4489,12953,14944,1694400,2824001
213,2016,12,13,Amanat Al Asimah,boys,211,8301,12744,PROTECTION (Provision of timely psychosocial support and legal assistance to survivors of protection incidents within IDP and affected communities),Psychosocial Support and Legal Assistance,UNICEF,UN,Intersos,INGO,,,,,,,,,,,4489,12953,14944,1694400,2824001
214,2016,12,13,Amanat Al Asimah,boys,0,0,192,Support Community Based Protection Networks (CBPNs) and ensure equal participation of women,CBPNs,,,,,,,,,,,,,,,4489,12953,14944,1694400,2824001
215,2016,12,13,Amanat Al Asimah,boys,0,0,320,"Conduct evidenced-based advocacy and targeted sensitisation, capacity building and training for relevant stakeholders to improve the protection of IDPs and affected communities",Advocacy and Training,,,,,,,,,,,,,,,4489,12953,14944,1694400,2824001
216,2016,12,13,Amanat Al Asimah,boys,3,868,1622,Engage in two-way communication with IDPs and affected communities to promote dialogue and accountability,Communication,AMIDEAST,INGO,OHCHR,UN,UNICEF,UN,,,,,,,,,4489,12953,14944,1694400,2824001
217,2016,12,29,Amran,women,0,0,42241,PROTECTION (Provision of timely financial and material assistance to survivors of protection incidents within IDP and other affected communities),Financial and Material Assistance,UNICEF,UN,AMIDEAST,INGO,Intersos,INGO,,,,,,,,,140,9637,320,810399,1012999
218,2016,12,29,Amran,women,0,0,9637,Engage in monitoring of human rights violations and protection challenges through established mechanisms and community based protection networks (CBPNs),Human Rights and Protection Monitoring,AMIDEAST,INGO,OHCHR,UN,Intersos,INGO,,,,,,,,,140,9637,320,810399,1012999
219,2016,12,29,Amran,women,140,320,690,PROTECTION (Provision of timely psychosocial support and legal assistance to survivors of protection incidents within IDP and affected communities),Psychosocial Support and Legal Assistance,OHCHR,UN,Intersos,INGO,AMIDEAST,INGO,HFY,NGO,,,,,,,140,9637,320,810399,1012999
220,2016,12,29,Amran,women,0,0,974,Support Community Based Protection Networks (CBPNs) and ensure equal participation of women,CBPNs,,,,,,,,,,,,,,,140,9637,320,810399,1012999
221,2016,12,29,Amran,women,0,0,1412,"Conduct evidenced-based advocacy and targeted sensitisation, capacity building and training for relevant stakeholders to improve the protection of IDPs and affected communities",Advocacy and Training,,,,,,,,,,,,,,,140,9637,320,810399,1012999
222,2016,12,29,Amran,women,24,118,818,Engage in two-way communication with IDPs and affected communities to promote dialogue and accountability,Communication,UNICEF,UN,AMIDEAST,INGO,OHCHR,UN,Intersos,INGO,,,,,,,140,9637,320,810399,1012999
223,2016,12,29,Amran,men,0,0,42241,PROTECTION (Provision of timely financial and material assistance to survivors of protection incidents within IDP and other affected communities),Financial and Material Assistance,UNICEF,UN,AMIDEAST,INGO,Intersos,INGO,,,,,,,,,0,9637,320,810399,1012999
224,2016,12,29,Amran,men,0,0,9637,Engage in monitoring of human rights violations and protection challenges through established mechanisms and community based protection networks (CBPNs),Human Rights and Protection Monitoring,AMIDEAST,INGO,OHCHR,UN,Intersos,INGO,,,,,,,,,0,9637,320,810399,1012999
225,2016,12,29,Amran,men,0,320,690,PROTECTION (Provision of timely psychosocial support and legal assistance to survivors of protection incidents within IDP and affected communities),Psychosocial Support and Legal Assistance,OHCHR,UN,Intersos,INGO,AMIDEAST,INGO,HFY,NGO,,,,,,,0,9637,320,810399,1012999
226,2016,12,29,Amran,men,0,0,974,Support Community Based Protection Networks (CBPNs) and ensure equal participation of women,CBPNs,,,,,,,,,,,,,,,0,9637,320,810399,1012999
227,2016,12,29,Amran,men,0,0,1412,"Conduct evidenced-based advocacy and targeted sensitisation, capacity building and training for relevant stakeholders to improve the protection of IDPs and affected communities",Advocacy and Training,,,,,,,,,,,,,,,0,9637,320,810399,1012999
228,2016,12,29,Amran,men,93,118,818,Engage in two-way communication with IDPs and affected communities to promote dialogue and accountability,Communication,UNICEF,UN,AMIDEAST,INGO,OHCHR,UN,Intersos,INGO,,,,,,,0,9637,320,810399,1012999
229,2016,12,29,Amran,girls,0,0,42241,PROTECTION (Provision of timely financial and material assistance to survivors of protection incidents within IDP and other affected communities),Financial and Material Assistance,UNICEF,UN,AMIDEAST,INGO,Intersos,INGO,,,,,,,,,120,9637,320,810399,1012999
230,2016,12,29,Amran,girls,0,0,9637,Engage in monitoring of human rights violations and protection challenges through established mechanisms and community based protection networks (CBPNs),Human Rights and Protection Monitoring,AMIDEAST,INGO,OHCHR,UN,Intersos,INGO,,,,,,,,,120,9637,320,810399,1012999
231,2016,12,29,Amran,girls,120,320,690,PROTECTION (Provision of timely psychosocial support and legal assistance to survivors of protection incidents within IDP and affected communities),Psychosocial Support and Legal Assistance,OHCHR,UN,Intersos,INGO,AMIDEAST,INGO,HFY,NGO,,,,,,,120,9637,320,810399,1012999
232,2016,12,29,Amran,girls,0,0,974,Support Community Based Protection Networks (CBPNs) and ensure equal participation of women,CBPNs,,,,,,,,,,,,,,,120,9637,320,810399,1012999
233,2016,12,29,Amran,girls,0,0,1412,"Conduct evidenced-based advocacy and targeted sensitisation, capacity building and training for relevant stakeholders to improve the protection of IDPs and affected communities",Advocacy and Training,,,,,,,,,,,,,,,120,9637,320,810399,1012999
234,2016,12,29,Amran,girls,0,118,818,Engage in two-way communication with IDPs and affected communities to promote dialogue and accountability,Communication,UNICEF,UN,AMIDEAST,INGO,OHCHR,UN,Intersos,INGO,,,,,,,120,9637,320,810399,1012999
235,2016,12,29,Amran,boys,0,0,42241,PROTECTION (Provision of timely financial and material assistance to survivors of protection incidents within IDP and other affected communities),Financial and Material Assistance,UNICEF,UN,AMIDEAST,INGO,Intersos,INGO,,,,,,,,,60,9637,320,810399,1012999
236,2016,12,29,Amran,boys,0,0,9637,Engage in monitoring of human rights violations and protection challenges through established mechanisms and community based protection networks (CBPNs),Human Rights and Protection Monitoring,AMIDEAST,INGO,OHCHR,UN,Intersos,INGO,,,,,,,,,60,9637,320,810399,1012999
237,2016,12,29,Amran,boys,60,320,690,PROTECTION (Provision of timely psychosocial support and legal assistance to survivors of protection incidents within IDP and affected communities),Psychosocial Support and Legal Assistance,OHCHR,UN,Intersos,INGO,AMIDEAST,INGO,HFY,NGO,,,,,,,60,9637,320,810399,1012999
238,2016,12,29,Amran,boys,0,0,974,Support Community Based Protection Networks (CBPNs) and ensure equal participation of women,CBPNs,,,,,,,,,,,,,,,60,9637,320,810399,1012999
239,2016,12,29,Amran,boys,0,0,1412,"Conduct evidenced-based advocacy and targeted sensitisation, capacity building and training for relevant stakeholders to improve the protection of IDPs and affected communities",Advocacy and Training,,,,,,,,,,,,,,,60,9637,320,810399,1012999
